elevation,slope,aspect,plan_curv,prof_curv,twi,tri,spi,sti,flow_acc,dist_river
0.82944345,0.22188097,-0.1224978,-0.0715162,-0.25190178,-0.012786446,0.5348845,0.24496001,0.015384034,0.0636404,0.014986677
0.5936838,0.34544432,-0.41576,-0.02158686,-0.1530049,0.049762663,0.48219958,0.24582991,0.04601435,0.03647113,-0.011976881
0.037455916,-0.8886301,0.00055260427,-0.2952189,-0.22805035,-0.3512994,-4.040831,-0.6957748,-0.028344993,-0.031965047,-0.0126438625
0.63367975,0.13872294,-0.049927037,0.2872327,0.55816096,0.23569278,0.60448444,-0.06423316,0.05404824,0.0073853047,0.062585905
0.72000724,0.060611427,0.41482615,-0.094497934,0.3490102,-0.07700337,-0.024148483,0.010843877,-0.097035296,0.038065143,-0.032141265
-0.01456931,-0.35060626,-0.011278611,-0.078462504,0.667503,-0.17548205,-0.22095783,-0.31477138,-0.012386419,-0.016790925,0.11094469
0.2129943,-0.8430553,-0.06968512,-0.34961778,-0.1795578,-0.3268314,-3.995612,-0.6915549,-0.036321722,-0.03213717,-0.15223844
-0.41650802,0.44464934,-0.2684688,-0.07648577,-0.09012241,0.35919207,0.66161275,-0.016513621,0.0043973443,-0.0026420653,0.046525937
0.32196426,0.7281459,0.0009608839,0.06501659,0.478614,0.3473741,0.8389054,0.27327713,0.024273753,0.035724442,0.031335622
-0.43538126,-1.0173098,0.054364234,-0.22286715,-0.27795544,-0.4116523,-3.945654,-0.43987617,-0.022942718,-0.008905215,-0.12885281
-0.0008238724,0.27573526,-0.12573001,0.20077378,0.037635457,-0.05887642,0.4629095,0.47951317,0.12874067,0.15350252,-0.1252239
-0.37681344,-0.8966248,-0.23863442,-0.25577542,-0.30243415,-0.38415924,-3.9546335,-0.5555579,-0.005079205,-0.04676115,0.46696973
-0.82750106,-0.21814276,0.028826403,-0.15747616,-0.24145699,0.24557625,-1.2586379,-0.54696333,-0.035745658,-0.014356423,0.12515727
0.47166955,0.54616255,0.0907606,0.42241788,0.1349233,0.3273558,0.72271943,0.32494342,0.09866533,0.0650985,-0.13359502
0.19764784,0.49354732,-0.107223965,-0.06462415,0.12544388,-0.08019271,0.7562927,0.6050677,0.12542854,0.08579442,0.13875178
0.31659362,0.7705159,-0.5298226,-0.04336948,0.053895827,0.17125827,0.881331,0.41013676,0.008320707,0.034484018,0.048885275
0.6654195,0.102353446,0.16272105,0.307978,0.9424903,0.25009313,0.5057683,-0.033051245,0.046247385,0.008820886,-0.034014147
0.17834082,-0.93392336,-0.31946024,0.08162218,-0.10549783,-0.32881677,-3.5004063,-0.38781083,0.041751403,-0.04208556,0.054633923
-0.5916203,-1.0307896,0.118464775,-0.11066957,-0.12788287,-0.30435592,-3.1480196,-0.26584285,-0.07669565,-0.08085458,-0.11568567
0.04482589,0.13731962,-0.09203877,0.3060984,-0.21826725,-0.121750966,0.2930018,0.07785503,0.045030426,0.023310995,-0.062471516
0.05304115,0.27919066,0.10646387,-0.07377787,-0.25812733,0.31233773,0.613449,-0.047252063,0.008576845,-0.0034803771,-0.14024347
-1.3197201,-0.13490328,-0.16569091,-0.05898599,-0.13033067,0.17037682,-1.2780855,-0.2418482,-0.006554198,-0.009180996,-0.09928238
0.22894101,-1.1949712,0.09463194,-0.21644707,-0.21326374,-0.50113136,-4.0554795,0.1443794,0.06083293,0.039609853,-0.023955416
0.8157948,0.24190949,-0.0076441783,0.4400558,0.85690325,0.2652333,0.7478681,-0.055031832,0.0036399518,-0.010643239,0.26944438
0.10340983,-0.15231088,-0.3647003,-0.07324887,-0.1550458,-0.33400345,-1.7714344,0.16410759,-0.03049852,-0.037153415,0.027197277
